state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
1350000	-372774.7947124971	-31114.34498379093	-341660.44972870615	2031.4344633518879	-5.44268252997017	11448.986130775602	331.99767607572784	0.001187314604857992	7.843631677338475	0.3653444965389622	0.19015324068780626	0.187951930478842	0.25655033229438884	0.004080759771390669	0.004080759771390657	-341660.44972870615	0.0	-31066.20678423288
1380000	-369489.6676501923	-31067.586743893204	-338422.08090629906	2032.2833573041319	-6.291576482214168	11428.988668059099	331.57227502275924	0.001187314604857992	7.903686277310556	0.3663418862260588	0.19115532015905262	0.18846609667074193	0.25403669694414577	0.004090470261542426	0.004090470261542437	-338422.08090629906	0.0	-31019.405568935144
1410000	-365901.8853866758	-31019.82761900908	-334882.05776766676	2030.6588716931335	-4.667090871215805	11389.720801809268	325.6853399809749	0.001187314604857992	7.688171879320242	0.36479954022187366	0.1909995302922846	0.1896740868039384	0.2545268426819024	0.00404142534023482	0.0040414253402348095	-334882.05776766676	0.0	-30972.434187097577
1440000	-362319.9648603775	-31022.103138990184	-331297.8617213873	2032.6059536748232	-6.61417285290554	13251.103201782069	327.90129855914995	0.001187314604857992	8.277313419450667	0.36566743581922956	0.1856758090653937	0.19121796824347215	0.2574387868719036	0.003977576323404609	0.003977576323404573	-331297.8617213873	0.0	-30967.985295369752
1470000	-359164.3809699545	-30947.95017513967	-328216.43079481483	2031.6409803283088	-5.649199506391142	12365.523817681691	319.29377560142024	0.001187314604857992	8.01894447806477	0.3619205629183171	0.18944606562058539	0.18887260116994484	0.2597607702911516	0.00389193330728248	0.0038919333072824887	-328216.43079481483	0.0	-30898.47070116081
1500000	-356732.8832739349	-30921.50317326297	-325811.3801006719	2032.2804591917286	-6.288678369810896	11932.531566350273	318.4265810520791	0.001187314604857992	8.256732925289537	0.3650582146806183	0.18573151391690407	0.19168323912358878	0.2575270322788877	0.003859512704856591	0.00385951270485658	-325811.3801006719	0.0	-30874.035088808916
1530000	-354242.2800269198	-30897.450930265415	-323344.8290966544	2031.8142098498686	-5.822429027950875	11576.106112462767	310.6493804474996	0.001187314604857992	8.356478069167192	0.3635468294481123	0.18908425480489688	0.19064793761039017	0.2567209781365994	0.003880701237958222	0.0038807012379582055	-323344.8290966544	0.0	-30851.099427963993
1560000	-352345.7134640438	-30893.886680700125	-321451.8267833437	2033.2126607972775	-7.220879975359821	11580.10572208812	319.11190315210473	0.001187314604857992	8.130528867317375	0.3648010038499177	0.18663623086761505	0.19315132662855494	0.25541143865391097	0.0038332499961476994	0.003833249996147695	-321451.8267833437	0.0	-30848.09546689422
1590000	-349973.4821483084	-30795.04071618561	-319178.44143212284	2032.3848108131224	-6.393029991204685	11509.092446897994	304.6387658381013	0.001187314604857992	8.210917198805225	0.36844455155845746	0.18759104342477137	0.18847620939681226	0.25548819561995767	0.0038486340089262795	0.0038486340089262747	-319178.44143212284	0.0	-30749.369226358827
1620000	-347711.47682464874	-30739.770260332683	-316971.70656431606	2032.46647084919	-6.474690027272345	11462.800660999268	305.3585952963968	0.001187314604857992	8.374112852919158	0.3612116969210865	0.19258988198387314	0.18841647119768642	0.25778194989735276	0.0038181896062573066	0.0038181896062573217	-316971.70656431606	0.0	-30694.591776094076
