name	state
A/swine/Nebraska/A01566334/2014|A_/_H3N2|unassigned|2014-10-24|NA|6|EPI_ISL_170844	Nebraska
A/swine/Minnesota/A01942325/2016|A_/_H3N2|unassigned|2016-02-10|NA|6|EPI_ISL_235739	Minnesota
A/swine/Indiana/A01260230/2013|A_/_H3N2|unassigned|2013-02-05|NA|6|EPI_ISL_142299	Indiana
A/swine/Michigan/A01432678/2013|A_/_H3N2|unassigned|2013-05-01|NA|6|EPI_ISL_143204	Michigan
A/swine/Ohio/A01349305/2013|A_/_H3N2|unassigned|2013-03-12|NA|6|EPI_ISL_139682	Ohio
A/swine/Ohio/A01349302/2013|A_/_H3N2|unassigned|2013-03-12|NA|6|EPI_ISL_139683	Ohio
A/swine/Ohio/A01349495/2013|A_/_H3N2|unassigned|2013-03-22|NA|6|EPI_ISL_139686	Ohio
A/swine/Ohio/A01349615/2013|A_/_H3N2|unassigned|2013-03-29|NA|6|EPI_ISL_140877	Ohio
A/swine/Ohio/A01351573/2013|A_/_H3N2|unassigned|2013-07-10|NA|6|EPI_ISL_145935	Ohio
A/swine/Illinois/A01432127/2012|A_/_H3N2|unassigned|2012-10-29|NA|6|EPI_ISL_132337	Illinois
A/swine/Iowa/A01244302/2012|A_/_H3N2|unassigned|2012-11-05|NA|6|EPI_ISL_133708	Iowa
A/swine/Ohio/A01349485/2013|A_/_H3N2|unassigned|2013-03-22|NA|6|EPI_ISL_139685	Ohio
A/swine/Ohio/A01364406/2013|A_/_H3N2|unassigned|2013-08-27|NA|6|EPI_ISL_149662	Ohio
A/swine/Indiana/A01260163/2012|A_/_H3N2|unassigned|2012-12-05|NA|6|EPI_ISL_136673	Indiana
A/swine/Indiana/A01260322/2013|A_/_H3N2|unassigned|2013-06-25|NA|6|EPI_ISL_149660	Indiana
A/swine/Indiana/A01260321/2013|A_/_H3N2|unassigned|2013-06-25|NA|6|EPI_ISL_145798	Indiana
A/swine/Indiana/A01260169/2012|A_/_H3N2|unassigned|2012-12-11|NA|6|EPI_ISL_136675	Indiana
A/swine/Iowa/A01364803/2013|A_/_H3N2|unassigned|2013-09-13|NA|6|EPI_ISL_151728	Iowa
A/swine/Iowa/A01365906/2013|A_/_H3N2|unassigned|2013-11-15|NA|6|EPI_ISL_153685	Iowa
A/swine/Iowa/A01365406/2013|A_/_H3N2|unassigned|2013-10-17|NA|6|EPI_ISL_150643	Iowa
A/swine/Iowa/A01365608/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_151907	Iowa
A/swine/Minnesota/A01409450/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_154600	Minnesota
A/swine/Iowa/A01366680/2014|A_/_H3N2|unassigned|2014-01-10|NA|6|EPI_ISL_156389	Iowa
A/swine/Iowa/A01480656/2014|A_/_H3N2|unassigned|2014-03-19|NA|6|EPI_ISL_161336	Iowa
A/swine/Iowa/A01410633/2014|A_/_H3N2|unassigned|2014-04-01|NA|6|EPI_ISL_162893	Iowa
A/swine/Iowa/A01501240/2014|A_/_H3N2|unassigned|2014-05-19|NA|6|EPI_ISL_163958	Iowa
A/swine/Iowa/A01501685/2014|A_/_H3N2|unassigned|2014-06-05|NA|6|EPI_ISL_165150	Iowa
A/swine/Iowa/A01565921/2014|A_/_H3N2|unassigned|2014-10-15|NA|6|EPI_ISL_171293	Iowa
A/swine/South_Dakota/A01481811/2014|A_/_H3N2|unassigned|2014-06-17|NA|6|EPI_ISL_165171	South_Dakota
A/swine/Iowa/13H081/2013|A_/_H3N2|unassigned|2013-08-28|NA|6|EPI_ISL_157607	Iowa
A/swine/Iowa/13H082/2013|A_/_H3N2|unassigned|2013-08-28|NA|6|EPI_ISL_157604	Iowa
A/swine/Iowa/13H068/2013|A_/_H3N2|unassigned|2013-08-28|NA|6|EPI_ISL_157608	Iowa
A/swine/Missouri/A01493970/2014|A_/_H3N2|unassigned|2014-04-03|NA|6|EPI_ISL_162333	Missouri
A/swine/Missouri/A01493964/2014|A_/_H3N2|unassigned|2014-04-03|NA|6|EPI_ISL_162564	Missouri
A/swine/Iowa/13H069/2013|A_/_H3N2|unassigned|2013-08-28|NA|6|EPI_ISL_153854	Iowa
A/swine/Iowa/13H094/2013|A_/_H3N2|unassigned|2013-08-28|NA|6|EPI_ISL_153852	Iowa
A/swine/Maryland/D0384/2013|A_/_H3N2|unassigned|2013-11-29|NA|6|EPI_ISL_207158	Maryland
A/swine/Illinois/A01476214/2014|A_/_H3N2|unassigned|2014-08-06|NA|6|EPI_ISL_166552	Illinois
A/swine/Pennsylvania/A01380412/2013|A_/_H3N2|unassigned|2013-03-26|NA|6|EPI_ISL_143217	Pennsylvania
A/swine/Iowa/A01267939/2012|A_/_H3N2|unassigned|2012-10-24|NA|6|EPI_ISL_132329	Iowa
A/swine/USA/A01409276/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_154629	USA
A/swine/Indiana/A01841389/2015|A_/_H3N2|unassigned|2015-03-10|NA|6|EPI_ISL_177578	Indiana
A/swine/Indiana/A01840146/2014|A_/_H3N2|unassigned|2014-12-12|NA|6|EPI_ISL_173674	Indiana
A/swine/Indiana/A01840133/2014|A_/_H3N2|unassigned|2014-12-10|NA|6|EPI_ISL_173684	Indiana
A/swine/Arkansas/A01476939/2014|A_/_H3N2|unassigned|2014-11-10|NA|6|EPI_ISL_182326	Arkansas
A/swine/Arkansas/A01555074/2014|A_/_H3N2|unassigned|2014-11-24|NA|6|EPI_ISL_174304	Arkansas
A/swine/Indiana/A01840254/2014|A_/_H3N2|unassigned|2014-12-11|NA|6|EPI_ISL_174500	Indiana
A/swine/Ohio/A01840053/2014|A_/_H3N2|unassigned|2014-12-03|NA|6|EPI_ISL_174309	Ohio
A/swine/Arkansas/A01840147/2014|A_/_H3N2|unassigned|2014-12-12|NA|6|EPI_ISL_174463	Arkansas
A/swine/Arkansas/A01555162/2014|A_/_H3N2|unassigned|2014-12-11|NA|6|EPI_ISL_174470	Arkansas
A/swine/Arkansas/A01840096/2014|A_/_H3N2|unassigned|2014-12-09|NA|6|EPI_ISL_174303	Arkansas
A/swine/Florida/A01104089/2015|A_/_H3N2|unassigned|2015-11-17|NA|6|EPI_ISL_256258	Florida
A/swine/Indiana/A01729047/2016|A_/_H3N2|unassigned|2016-01-06|NA|6|EPI_ISL_212208	Indiana
A/swine/Indiana/A01260479/2014|A_/_H3N2|unassigned|2014-01-28|NA|6|EPI_ISL_161718	Indiana
A/swine/Iowa/A01290867/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_155701	Iowa
A/swine/Illinois/A01509203/2014|A_/_H3N2|unassigned|2014-04-15|NA|6|EPI_ISL_162554	Illinois
A/swine/Illinois/A01509186/2014|A_/_H3N2|unassigned|2014-04-15|NA|6|EPI_ISL_162552	Illinois
A/swine/Illinois/A01509209/2014|A_/_H3N2|unassigned|2014-04-15|NA|6|EPI_ISL_162556	Illinois
A/swine/California/A00968949/2014|A_/_H3N2|unassigned|2014-07-02|NA|6|EPI_ISL_167220	California
A/swine/Iowa/A01290438/2013|A_/_H3N2|unassigned|2013-09-01|NA|6|EPI_ISL_151712	Iowa
A/swine/Minnesota/A01481073/2014|A_/_H3N2|unassigned|2014-04-16|NA|6|EPI_ISL_162474	Minnesota
A/swine/Iowa/A01290302/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_147732	Iowa
A/swine/Iowa/A01432867/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_145741	Iowa
A/swine/Iowa/A01432308/2013|A_/_H3N2|unassigned|2013-01-01|NA|6|EPI_ISL_136574	Iowa
A/swine/Illinois/A01554902/2015|A_/_H3N2|unassigned|2015-04-24|NA|6|EPI_ISL_190493	Illinois
A/swine/Illinois/A01410786/2014|A_/_H3N2|unassigned|2014-05-01|NA|6|EPI_ISL_163616	Illinois
A/swine/Illinois/A01770678/2015|A_/_H3N2|unassigned|2015-08-24|NA|6|EPI_ISL_200958	Illinois
A/swine/Illinois/A01729658/2016|A_/_H3N2|unassigned|2016-01-14|NA|6|EPI_ISL_213786	Illinois
A/swine/Indiana/A01260280/2013|A_/_H3N2|unassigned|2013-04-19|NA|6|EPI_ISL_143498	Indiana
A/swine/Maryland/A01319694/2013|A_/_H3N2|unassigned|2013-04-10|NA|6|EPI_ISL_146093	Maryland
A/swine/Ohio/A01351683/2013|A_/_H3N2|unassigned|2013-07-16|NA|6|EPI_ISL_145799	Ohio
A/swine/Ohio/A01351710/2013|A_/_H3N2|unassigned|2013-07-18|NA|6|EPI_ISL_145800	Ohio
A/swine/Iowa/A01481390/2014|A_/_H3N2|unassigned|2014-05-13|NA|6|EPI_ISL_163655	Iowa
A/swine/Iowa/A02076179/2015|A_/_H3N2|unassigned|2015-04-07|NA|6|EPI_ISL_188931	Iowa
A/swine/Iowa/A01476878/2014|A_/_H3N2|unassigned|2014-10-31|NA|6|EPI_ISL_181262	Iowa
A/swine/Iowa/A01476877/2014|A_/_H3N2|unassigned|2014-10-29|NA|6|EPI_ISL_181264	Iowa
A/swine/Nebraska/A01395921/2013|A_/_H3N2|unassigned|2013-12-10|NA|6|EPI_ISL_156307	Nebraska
A/swine/Nebraska/A01395901/2013|A_/_H3N2|unassigned|2013-12-10|NA|6|EPI_ISL_156311	Nebraska
A/swine/Nebraska/A01393702/2013|A_/_H3N2|unassigned|2013-12-16|NA|6|EPI_ISL_156314	Nebraska
A/swine/Nebraska/A01491325/2014|A_/_H3N2|unassigned|2014-01-27|NA|6|EPI_ISL_157156	Nebraska
A/swine/Kansas/13-152087/2013|A_/_H3N2|unassigned|2013-12-02|NA|6|EPI_ISL_158897	Kansas
A/swine/Nebraska/A01491558/2014|A_/_H3N2|unassigned|2014-02-03|NA|6|EPI_ISL_157614	Nebraska
A/swine/Minnesota/A01366913/2014|A_/_H3N2|unassigned|2014-01-31|NA|6|EPI_ISL_157169	Minnesota
A/swine/Iowa/A01480817/2014|A_/_H3N2|unassigned|2014-04-02|NA|6|EPI_ISL_162047	Iowa
A/swine/USA/A01291038/2013|A_/_H3N2|unassigned|2013-10-01|NA|6|EPI_ISL_150672	USA
A/swine/Kansas/13-152086/2013|A_/_H3N2|unassigned|2013-12-02|NA|6|EPI_ISL_158896	Kansas
A/swine/South_Dakota/A01481928/2014|A_/_H3N2|unassigned|2014-06-25|NA|6|EPI_ISL_165237	South_Dakota
A/swine/Illinois/A01489873/2014|A_/_H3N2|unassigned|2014-11-06|NA|6|EPI_ISL_177599	Illinois
A/swine/Illinois/A01489874/2014|A_/_H3N2|unassigned|2014-11-11|NA|6|EPI_ISL_177601	Illinois
A/swine/South_Dakota/A01481392/2014|A_/_H3N2|unassigned|2014-05-13|NA|6|EPI_ISL_163637	South_Dakota
A/swine/Minnesota/A01349160/2013|A_/_H3N2|unassigned|2013-03-05|NA|6|EPI_ISL_139247	Minnesota
A/swine/North_Carolina/A01432997/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_147731	North_Carolina
A/swine/North_Carolina/A01432998/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_147729	North_Carolina
A/swine/North_Carolina/A01291329/2013|A_/_H3N2|unassigned|2013-09-01|NA|6|EPI_ISL_149666	North_Carolina
A/swine/North_Carolina/A01364613/2013|A_/_H3N2|unassigned|2013-09-05|NA|6|EPI_ISL_149664	North_Carolina
A/swine/North_Carolina/A01476074/2014|A_/_H3N2|unassigned|2014-07-09|NA|6|EPI_ISL_166573	North_Carolina
A/swine/North_Carolina/A01410672/2014|A_/_H3N2|unassigned|2014-04-01|NA|6|EPI_ISL_162891	North_Carolina
A/swine/Iowa/A01432529/2013|A_/_H3N2|unassigned|2013-03-01|NA|6|EPI_ISL_140699	Iowa
A/swine/North_Carolina/A01290722/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_153732	North_Carolina
A/swine/North_Carolina/A01290717/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_153745	North_Carolina
A/swine/North_Carolina/A01290762/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_153767	North_Carolina
A/swine/North_Carolina/A01476722/2014|A_/_H3N2|unassigned|2014-10-14|NA|6|EPI_ISL_170809	North_Carolina
A/swine/North_Carolina/A01730588/2016|A_/_H3N2|unassigned|2016-01-28|NA|6|EPI_ISL_216893	North_Carolina
A/swine/Indiana/A01260371/2013|A_/_H3N2|unassigned|2013-08-19|NA|6|EPI_ISL_151703	Indiana
A/swine/Indiana/A01260368/2013|A_/_H3N2|unassigned|2013-08-19|NA|6|EPI_ISL_151704	Indiana
A/swine/Indiana/A01260361/2013|A_/_H3N2|unassigned|2013-08-08|NA|6|EPI_ISL_149658	Indiana
A/swine/Indiana/A01432300/2013|A_/_H3N2|unassigned|2013-01-01|NA|6|EPI_ISL_136568	Indiana
A/swine/North_Carolina/A01290759/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_153763	North_Carolina
A/swine/North_Carolina/A01290778/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_153756	North_Carolina
A/swine/North_Carolina/A01410511/2014|A_/_H3N2|unassigned|2014-03-01|NA|6|EPI_ISL_162320	North_Carolina
A/swine/Indiana/13TOSU5869/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168295	Indiana
A/swine/Ohio/13TOSU0411/2013|A_/_H3N2|unassigned|2013-06-01|NA|6|EPI_ISL_161139	Ohio
A/swine/Ohio/13TOSU0410/2013|A_/_H3N2|unassigned|2013-06-01|NA|6|EPI_ISL_161192	Ohio
A/swine/Ohio/13TOSU0726/2013|A_/_H3N2|unassigned|2013-07-31|NA|6|EPI_ISL_168312	Ohio
A/swine/Indiana/13TOSU5669/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168310	Indiana
A/swine/Indiana/13TOSU1050/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161158	Indiana
A/swine/Indiana/13TOSU1042/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161184	Indiana
A/swine/Indiana/13TOSU5238/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168309	Indiana
A/swine/Indiana/13TOSU4563/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168315	Indiana
A/swine/Indiana/13TOSU1999/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168325	Indiana
A/swine/Indiana/13TOSU4561/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168336	Indiana
A/swine/Indiana/13TOSU1319/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_161141	Indiana
A/swine/Indiana/13TOSU5147/2013|A_/_H3N2|unassigned|2013-08-31|NA|6|EPI_ISL_168319	Indiana
A/swine/Indiana/13TOSU1155/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161115	Indiana
A/swine/Ohio/13TOSU1541/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_161140	Ohio
A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161181	Ohio
A/swine/Ohio/13TOSU2194/2013|A_/_H3N2|unassigned|2013-09-01|NA|6|EPI_ISL_161187	Ohio
A/swine/Ohio/13TOSU1221/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161182	Ohio
A/swine/Ohio/12TOSU138/2012|A_/_H3N2|unassigned|2012-07-12|NA|6|EPI_ISL_139854	Ohio
A/swine/Ohio/12TOSU129/2012|A_/_H3N2|unassigned|2012-07-12|NA|6|EPI_ISL_139856	Ohio
A/swine/Ohio/12TOSU176/2012|A_/_H3N2|unassigned|2012-07-19|NA|6|EPI_ISL_139857	Ohio
A/swine/Ohio/12TOSU175/2012|A_/_H3N2|unassigned|2012-07-19|NA|6|EPI_ISL_139853	Ohio
A/swine/Ohio/12TOSU338/2012|A_/_H3N2|unassigned|2012-08-03|NA|6|EPI_ISL_140907	Ohio
A/swine/Ohio/12TOSU409/2012|A_/_H3N2|unassigned|2012-08-06|NA|6|EPI_ISL_140914	Ohio
A/swine/Ohio/12TOSU421/2012|A_/_H3N2|unassigned|2012-08-06|NA|6|EPI_ISL_140911	Ohio
A/swine/Ohio/12TOSU52/2012|A_/_H3N2|unassigned|2012-06-22|NA|6|EPI_ISL_140919	Ohio
A/swine/Ohio/12TOSU50/2012|A_/_H3N2|unassigned|2012-06-22|NA|6|EPI_ISL_140920	Ohio
A/swine/Ohio/12TOSU433/2012|A_/_H3N2|unassigned|2012-08-06|NA|6|EPI_ISL_140908	Ohio
A/swine/Ohio/12TOSU439/2012|A_/_H3N2|unassigned|2012-08-06|NA|6|EPI_ISL_140913	Ohio
A/swine/Ohio/12TOSU308/2012|A_/_H3N2|unassigned|2012-08-03|NA|6|EPI_ISL_139855	Ohio
A/swine/Ohio/12TOSU318/2012|A_/_H3N2|unassigned|2012-08-03|NA|6|EPI_ISL_139858	Ohio
A/swine/Ohio/12TOSU333/2012|A_/_H3N2|unassigned|2012-08-03|NA|6|EPI_ISL_140904	Ohio
A/swine/Ohio/12TOSU363/2012|A_/_H3N2|unassigned|2012-08-01|NA|6|EPI_ISL_137552	Ohio
A/swine/Ohio/12TOSU370/2012|A_/_H3N2|unassigned|2012-08-01|NA|6|EPI_ISL_137551	Ohio
A/swine/Ohio/12TOSU411/2012|A_/_H3N2|unassigned|2012-08-06|NA|6|EPI_ISL_140912	Ohio
A/swine/Ohio/12TOSU325/2012|A_/_H3N2|unassigned|2012-08-03|NA|6|EPI_ISL_139859	Ohio
A/swine/Texas/13TOSU0060/2013|A_/_H3N2|unassigned|2013-02-28|NA|6|EPI_ISL_168320	Texas
A/Kansas/A01377457/2014|A_/_H3N2|unassigned|2014-12-11|NA|6|EPI_ISL_174858	A/Kansas/A01377457/2014|A_/_H3N2|unassigned|2014-12-11|NA|6|EPI_ISL_174858
A/swine/Ohio/13TOSU1373/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_161117	Ohio
A/swine/Kansas/018050-1/2014|A_/_H3N2|unassigned|2014-07-09|NA|6|EPI_ISL_166558	Kansas
A/swine/Indiana/13TOSU1035/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161124	Indiana
A/swine/Indiana/13TOSU1026/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_161180	Indiana
A/swine/Iowa/A01432886/2013|A_/_H3N2|unassigned|2013-07-01|NA|6|EPI_ISL_145752	Iowa
A/swine/Nebraska/A01567868/2015|A_/_H3N2|unassigned|2015-01-23|NA|6|EPI_ISL_180661	Nebraska
A/swine/Nebraska/A01566782/2014|A_/_H3N2|unassigned|2014-11-21|NA|6|EPI_ISL_182277	Nebraska
A/swine/North_Carolina/A01475277/2014|A_/_H3N2|unassigned|2014-04-01|NA|6|EPI_ISL_162319	North_Carolina
A/swine/Iowa/13E045/2013|A_/_H3N2|unassigned|2013-05-29|NA|6|EPI_ISL_151996	Iowa
A/swine/Indiana/A01290854/2013|A_/_H3N2|unassigned|2013-11-01|NA|6|EPI_ISL_154609	Indiana
A/swine/Indiana/A01260521/2014|A_/_H3N2|unassigned|2014-03-19|NA|6|EPI_ISL_162934	Indiana
A/swine/North_Carolina/A01795709/2015|A_/_H3N2|unassigned|2015-10-29|NA|6|EPI_ISL_205323	North_Carolina
A/swine/North_Carolina/A01945823/2015|A_/_H3N2|unassigned|2015-10-23|NA|6|EPI_ISL_203120	North_Carolina
A/swine/North_Carolina/A01732941/2016|A_/_H3N2|unassigned|2016-03-07|NA|6|EPI_ISL_222087	North_Carolina
A/swine/North_Carolina/A01857750/2015|A_/_H3N2|unassigned|2015-10-13|NA|6|EPI_ISL_203096	North_Carolina
A/swine/North_Carolina/A01775461/2016|A_/_H3N2|unassigned|2016-05-13|NA|6|EPI_ISL_226068	North_Carolina
A/swine/North_Carolina/A02024129/2015|A_/_H3N2|unassigned|2015-05-20|NA|6|EPI_ISL_191493	North_Carolina
A/swine/North_Carolina/A01895763/2016|A_/_H3N2|unassigned|2016-04-20|NA|6|EPI_ISL_225510	North_Carolina
A/swine/North_Carolina/A01777989/2016|A_/_H3N2|unassigned|2016-07-27|NA|6|EPI_ISL_234530	North_Carolina
A/swine/North_Carolina/A01776152/2016|A_/_H3N2|unassigned|2016-06-01|NA|6|EPI_ISL_229216	North_Carolina
A/swine/North_Carolina/A01895772/2016|A_/_H3N2|unassigned|2016-04-15|NA|6|EPI_ISL_225509	North_Carolina
A/swine/North_Carolina/A01857097/2015|A_/_H3N2|unassigned|2015-09-02|NA|6|EPI_ISL_200977	North_Carolina
A/swine/North_Carolina/A01857103/2015|A_/_H3N2|unassigned|2015-08-31|NA|6|EPI_ISL_200981	North_Carolina
A/swine/North_Carolina/A02034333/2015|A_/_H3N2|unassigned|2015-07-07|NA|6|EPI_ISL_205514	North_Carolina
A/swine/Iowa/A02076873/2015|A_/_H3N2|unassigned|2015-05-08|NA|6|EPI_ISL_190487	Iowa
A/swine/Illinois/A02076874/2015|A_/_H3N2|unassigned|2015-05-07|NA|6|EPI_ISL_191501	Illinois
A/swine/Iowa/A02077538/2015|A_/_H3N2|unassigned|2015-05-07|NA|6|EPI_ISL_190488	Iowa
A/swine/Pennsylvania/A01727958/2015|A_/_H3N2|unassigned|2015-12-15|NA|6|EPI_ISL_209147	Pennsylvania
A/swine/Pennsylvania/A01733733/2016|A_/_H3N2|unassigned|2016-03-17|NA|6|EPI_ISL_221739	Pennsylvania
A/swine/Illinois/A01409657/2014|A_/_H3N2|unassigned|2014-01-01|NA|6|EPI_ISL_155790	Illinois
A/swine/Iowa/A01409518/2013|A_/_H3N2|unassigned|2013-12-01|NA|6|EPI_ISL_155803	Iowa
A/swine/Illinois/A01411097/2014|A_/_H3N2|unassigned|2014-01-01|NA|6|EPI_ISL_156598	Illinois
A/swine/Illinois/A01409994/2014|A_/_H3N2|unassigned|2014-02-01|NA|6|EPI_ISL_157884	Illinois
A/swine/Illinois/A01475190/2014|A_/_H3N2|unassigned|2014-03-01|NA|6|EPI_ISL_162029	Illinois
A/swine/Illinois/A01410453/2014|A_/_H3N2|unassigned|2014-03-01|NA|6|EPI_ISL_162034	Illinois
A/swine/North_Carolina/A01410529/2014|A_/_H3N2|unassigned|2014-03-01|NA|6|EPI_ISL_162037	North_Carolina
A/swine/North_Carolina/A01476560/2014|A_/_H3N2|unassigned|2014-10-06|NA|6|EPI_ISL_171029	North_Carolina
A/swine/Minnesota/A01501738/2014|A_/_H3N2|unassigned|2014-06-10|NA|6|EPI_ISL_165151	Minnesota
A/swine/Minnesota/A01493481/2014|A_/_H3N2|unassigned|2014-03-26|NA|6|EPI_ISL_162336	Minnesota
A/swine/Iowa/A01478820/2015|A_/_H3N2|unassigned|2015-02-12|NA|6|EPI_ISL_177902	Iowa
A/swine/Iowa/A01840226/2014|A_/_H3N2|unassigned|2014-12-19|NA|6|EPI_ISL_174467	Iowa
A/swine/Minnesota/A01469329/2014|A_/_H3N2|unassigned|2014-12-18|NA|6|EPI_ISL_173650	Minnesota
A/swine/Illinois/A01857433/2015|A_/_H3N2|unassigned|2015-09-14|NA|6|EPI_ISL_201414	Illinois
A/swine/Illinois/A01555570/2015|A_/_H3N2|unassigned|2015-02-19|NA|6|EPI_ISL_177894	Illinois
A/swine/Indiana/A01260926/2015|A_/_H3N2|unassigned|2015-06-29|NA|6|EPI_ISL_196102	Indiana
A/swine/Illinois/A01555638/2015|A_/_H3N2|unassigned|2015-02-26|NA|6|EPI_ISL_177561	Illinois
A/swine/Michigan/A01410962/2014|A_/_H3N2|unassigned|2014-06-11|NA|6|EPI_ISL_165173	Michigan
A/swine/Iowa/A01840061/2014|A_/_H3N2|unassigned|2014-12-04|NA|6|EPI_ISL_174320	Iowa
A/swine/Iowa/A01476426/2014|A_/_H3N2|unassigned|2014-09-17|NA|6|EPI_ISL_167440	Iowa
A/swine/Illinois/A01410110/2014|A_/_H3N2|unassigned|2014-01-01|NA|6|EPI_ISL_157195	Illinois
A/swine/Illinois/A01411463/2014|A_/_H3N2|unassigned|2014-02-01|NA|6|EPI_ISL_157877	Illinois
A/swine/Illinois/A01410268/2014|A_/_H3N2|unassigned|2014-02-01|NA|6|EPI_ISL_157880	Illinois
A/swine/Illinois/A01475015/2014|A_/_H3N2|unassigned|2014-02-01|NA|6|EPI_ISL_157885	Illinois
A/swine/Illinois/A01797275/2015|A_/_H3N2|unassigned|2015-11-02|NA|6|EPI_ISL_205077	Illinois
A/swine/Illinois/A01749812/2016|A_/_H3N2|unassigned|2016-02-29|NA|6|EPI_ISL_219894	Illinois
A/swine/Indiana/15TOSU0850/2015|A_/_H3N2|unassigned|2015-06-25|NA|6|EPI_ISL_243751	Indiana
A/swine/Indiana/15TOSU8822/2015|A_/_H3N2|unassigned|2015-07-24|NA|6|EPI_ISL_243757	Indiana
A/swine/Indiana/15TOSU0219/2015|A_/_H3N2|unassigned|2015-07-16|NA|6|EPI_ISL_243769	Indiana
A/swine/Indiana/15TOSU0495/2015|A_/_H3N2|unassigned|2015-06-25|NA|6|EPI_ISL_243778	Indiana
A/swine/Indiana/15TOSU0844/2015|A_/_H3N2|unassigned|2015-06-25|NA|6|EPI_ISL_243781	Indiana
A/swine/Indiana/15TOSU0881/2015|A_/_H3N2|unassigned|2015-07-09|NA|6|EPI_ISL_243760	Indiana
A/swine/Indiana/15TOSU0348/2015|A_/_H3N2|unassigned|2015-07-17|NA|6|EPI_ISL_243777	Indiana
A/swine/Illinois/A01770246/2015|A_/_H3N2|unassigned|2015-08-12|NA|6|EPI_ISL_200083	Illinois
A/swine/Indiana/15TOSU1248/2015|A_/_H3N2|unassigned|2015-07-18|NA|6|EPI_ISL_243763	Indiana
A/swine/Illinois/A01728756/2015|A_/_H3N2|unassigned|2015-12-29|NA|6|EPI_ISL_211822	Illinois
A/swine/Illinois/A00843253/2015|A_/_H3N2|unassigned|2015-06-12|NA|6|EPI_ISL_206887	Illinois
A/swine/Indiana/A01812202/2016|A_/_H3N2|unassigned|2016-04-24|NA|6|EPI_ISL_234244	Indiana
A/swine/Iowa/A01944211/2015|A_/_H3N2|unassigned|2015-09-28|NA|6|EPI_ISL_201868	Iowa
A/swine/Missouri/A01555163/2014|A_/_H3N2|unassigned|2014-12-12|NA|6|EPI_ISL_173671	Missouri
A/swine/Minnesota/A01822846/2015|A_/_H3N2|unassigned|2015-06-08|NA|6|EPI_ISL_195315	Minnesota
A/swine/Iowa/A01944877/2015|A_/_H3N2|unassigned|2015-10-28|NA|6|EPI_ISL_205321	Iowa
A/swine/Iowa/A01795793/2015|A_/_H3N2|unassigned|2015-11-05|NA|6|EPI_ISL_205067	Iowa
A/swine/Indiana/A01812151/2016|A_/_H3N2|unassigned|2016-01-20|NA|6|EPI_ISL_236810	Indiana
A/swine/Indiana/15TOSU8903/2015|A_/_H3N2|unassigned|2015-07-01|NA|6|EPI_ISL_263484	Indiana
A/swine/Indiana/15TOSU8898/2015|A_/_H3N2|unassigned|2015-07-01|NA|6|EPI_ISL_263481	Indiana
A/swine/North_Carolina/A01290447/2013|A_/_H3N2|unassigned|2013-09-01|NA|6|EPI_ISL_151713	North_Carolina
A/swine/Nebraska/A01477775/2014|A_/_H3N2|unassigned|2014-10-16|NA|6|EPI_ISL_170820	Nebraska
A/swine/Nebraska/A02254794/2018|A_/_H3N2|unassigned|2018-07-30|NA|6|EPI_ISL_326818	Nebraska
A/swine/Indiana/A01290320/2013|A_/_H3N2|unassigned|2013-08-01|NA|6|EPI_ISL_148308	Indiana
