name	date
A/swine/Minnesota/A02978521/2023|A_/_H3N2|unassigned|2023-05-10|HA|4|EPI_ISL_18090340	2023-05-10
A/swine/California/A01104141/2020|A_/_H3N2|unassigned|2020-02-12|HA|4|EPI_ISL_503967	2020-02-12
A/swine/Iowa/A02478700/2019|A_/_H3N2|unassigned|2019-09-24|HA|4|EPI_ISL_399372	2019-09-24
A/swine/Iowa/A02478553/2019|A_/_H3N2|unassigned|2019-06-07|HA|4|EPI_ISL_372908	2019-06-07
A/swine/Iowa/A02478516/2019|A_/_H3N2|unassigned|2019-05-20|HA|4|EPI_ISL_369147	2019-05-20
A/swine/Iowa/A02478578/2019|A_/_H3N2|unassigned|2019-07-10|HA|4|EPI_ISL_381683	2019-07-10
A/swine/Iowa/A02479234/2020|A_/_H3N2|unassigned|2020-04-15|HA|4|EPI_ISL_502852	2020-04-15
A/swine/Iowa/A02479228/2020|A_/_H3N2|unassigned|2020-04-16|HA|4|EPI_ISL_502873	2020-04-16
A/swine/Minnesota/A02246970/2021|A_/_H3N2|unassigned|2021-09-30|HA|4|EPI_ISL_6816035	2021-09-30
A/swine/Minnesota/A02245889/2021|A_/_H3N2|unassigned|2021-04-15|HA|4|EPI_ISL_4083586	2021-04-15
A/swine/Minnesota/A02248075/2021|A_/_H3N2|unassigned|2021-04-29|HA|4|EPI_ISL_4089904	2021-04-29
A/swine/Iowa/A02245581/2020|A_/_H3N2|unassigned|2020-04-06|HA|4|EPI_ISL_504160	2020-04-06
A/swine/Iowa/A02524701/2020|A_/_H3N2|unassigned|2020-10-06|HA|4|EPI_ISL_697698	2020-10-06
A/swine/Iowa/A02524639/2020|A_/_H3N2|unassigned|2020-09-16|HA|4|EPI_ISL_697547	2020-09-16
A/swine/Iowa/A02524684/2020|A_/_H3N2|unassigned|2020-10-01|HA|4|EPI_ISL_697635	2020-10-01
A/swine/Minnesota/A02524741/2020|A_/_H3N2|unassigned|2020-10-15|HA|4|EPI_ISL_697754	2020-10-15
A/swine/Iowa/A02524889/2020|A_/_H3N2|unassigned|2020-11-10|HA|4|EPI_ISL_4081721	2020-11-10
A/swine/Iowa/A02479050/2020|A_/_H3N2|unassigned|2020-02-06|HA|4|EPI_ISL_503617	2020-02-06
A/swine/Iowa/A02479429/2020|A_/_H3N2|unassigned|2020-06-03|HA|4|EPI_ISL_499201	2020-06-03
A/swine/Iowa/A02525023/2020|A_/_H3N2|unassigned|2020-12-29|HA|4|EPI_ISL_4081913	2020-12-29
A/swine/Iowa/A02525046/2021|A_/_H3N2|unassigned|2021-01-08|HA|4|EPI_ISL_4081926	2021-01-08
A/swine/Iowa/A02525108/2021|A_/_H3N2|unassigned|2021-01-22|HA|4|EPI_ISL_4081991	2021-01-22
A/swine/Iowa/A02636296/2021|A_/_H3N2|unassigned|2021-09-30|HA|4|EPI_ISL_14770776	2021-09-30
A/swine/Iowa/A02525019/2020|A_/_H3N2|unassigned|2020-12-28|HA|4|EPI_ISL_4081914	2020-12-28
A/swine/Ohio/OH21-12955/2021|A_/_H3N2|3C.3a|2021-06-01|HA|4|EPI_ISL_17760618	2021-06-01
A/swine/Ohio/OH-13621/2021|A_/_H3N2|3C.3a|2021-06-09|HA|4|EPI_ISL_17471818	2021-06-09
A/swine/Missouri/A02524680/2020|A_/_H3N2|unassigned|2020-09-29|HA|4|EPI_ISL_697648	2020-09-29
A/swine/Missouri/A02524505/2020|A_/_H3N2|unassigned|2020-07-27|HA|4|EPI_ISL_707119	2020-07-27
A/swine/Missouri/A02524544/2020|A_/_H3N2|unassigned|2020-08-14|HA|4|EPI_ISL_707240	2020-08-14
A/swine/California/A01104142/2020|A_/_H3N2|unassigned|2020-08-25|HA|4|EPI_ISL_707338	2020-08-25
A/swine/Ohio/OH20-25043/2020|A_/_H3N2|3C.3a|2020-11-24|HA|4|EPI_ISL_17373117	2020-11-24
A/swine/Ohio/OH20-25292/2020|A_/_H3N2|3C.3a|2020-12-01|HA|4|EPI_ISL_17373121	2020-12-01
A/swine/Ohio/OH-17708/2021|A_/_H3N2|3C.3a|2021-07-27|HA|4|EPI_ISL_17471849	2021-07-27
A/swine/Ohio/OH-25591/2021|A_/_H3N2|unassigned|2021-11-02|HA|4|EPI_ISL_17471893	2021-11-02
A/swine/Illinois/A02636634/2022|A_/_H3N2|unassigned|2022-04-12|HA|4|EPI_ISL_14835657	2022-04-12
A/swine/Ohio/OH-20566/2021|A_/_H3N2|unassigned|2021-09-07|HA|4|EPI_ISL_17471885	2021-09-07
A/swine/Arizona/A02524632/2020|A_/_H3N2|unassigned|2020-09-11|HA|4|EPI_ISL_697530	2020-09-11
A/swine/Ohio/OH20-23119/2020|A_/_H3N2|3C.3a|2020-10-27|HA|4|EPI_ISL_17373103	2020-10-27
A/swine/Ohio/OH20-23834/2020|A_/_H3N2|3C.3a|2020-11-05|HA|4|EPI_ISL_17373106	2020-11-05
A/swine/Iowa/A02635882/2021|A_/_H3N2|unassigned|2021-06-01|HA|4|EPI_ISL_4084173	2021-06-01
A/swine/Iowa/20TOSU1919/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224345	2020-07-09
A/swine/Iowa/20TOSU2095/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224344	2020-07-10
A/swine/Iowa/20TOSU2100/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224347	2020-07-10
A/swine/Iowa/20TOSU2096/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224322	2020-07-10
A/swine/Iowa/20TOSU2101/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224357	2020-07-10
A/swine/Iowa/20TOSU2087/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224314	2020-07-10
A/swine/Iowa/20TOSU2253/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224299	2020-07-10
A/swine/Iowa/20TOSU1698/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224589	2020-07-09
A/swine/Iowa/20TOSU1719/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224439	2020-07-09
A/swine/Iowa/20TOSU2326/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224233	2020-07-10
A/swine/Iowa/20TOSU1803/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224408	2020-07-09
A/swine/Iowa/20TOSU1703/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224393	2020-07-09
A/swine/Iowa/20TOSU2179/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224346	2020-07-10
A/swine/Iowa/20TOSU1950/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224349	2020-07-09
A/swine/Iowa/20TOSU2196/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224351	2020-07-10
A/swine/Iowa/20TOSU2176/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224350	2020-07-10
A/swine/Iowa/20TOSU2182/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224341	2020-07-10
A/swine/Iowa/20TOSU2227/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224321	2020-07-10
A/swine/Iowa/20TOSU2324/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224320	2020-07-10
A/swine/Iowa/20TOSU2254/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224323	2020-07-10
A/swine/Iowa/20TOSU2202/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224325	2020-07-10
A/swine/Iowa/20TOSU1994/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224327	2020-07-09
A/swine/Iowa/20TOSU1952/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224377	2020-07-09
A/swine/Iowa/20TOSU1868/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224379	2020-07-09
A/swine/Iowa/20TOSU1780/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224381	2020-07-09
A/swine/Iowa/20TOSU1630/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224380	2020-07-08
A/swine/Iowa/20TOSU1873/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224383	2020-07-09
A/swine/Iowa/20TOSU2061/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224368	2020-07-09
A/swine/Iowa/20TOSU1870/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224374	2020-07-09
A/swine/Iowa/20TOSU2040/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224360	2020-07-09
A/swine/Iowa/20TOSU1977/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224355	2020-07-09
A/swine/Iowa/20TOSU2192/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224354	2020-07-10
A/swine/Iowa/20TOSU2219/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224315	2020-07-10
A/swine/Iowa/20TOSU2226/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224309	2020-07-10
A/swine/Iowa/20TOSU2107/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224308	2020-07-10
A/swine/Iowa/20TOSU2290/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224297	2020-07-10
A/swine/Iowa/20TOSU2276/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224292	2020-07-10
A/swine/Ohio/20TOSU3556/2020|A_/_H3N2|unassigned|2020-09-16|HA|4|EPI_ISL_14224294	2020-09-16
A/swine/Ohio/20TOSU3555/2020|A_/_H3N2|unassigned|2020-09-16|HA|4|EPI_ISL_14224217	2020-09-16
A/swine/Iowa/20TOSU2429/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224216	2020-07-10
A/swine/Iowa/20TOSU2286/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224221	2020-07-10
A/swine/Iowa/20TOSU2442/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224220	2020-07-10
A/swine/Iowa/20TOSU2455/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224222	2020-07-10
A/swine/Ohio/20TOSU3549/2020|A_/_H3N2|unassigned|2020-09-16|HA|4|EPI_ISL_14224209	2020-09-16
A/swine/Ohio/20TOSU3548/2020|A_/_H3N2|unassigned|2020-09-16|HA|4|EPI_ISL_14224203	2020-09-16
A/swine/Ohio/20TOSU2578/2020|A_/_H3N2|unassigned|2020-07-18|HA|4|EPI_ISL_14224192	2020-07-18
A/swine/Iowa/20TOSU2284/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224241	2020-07-10
A/swine/Iowa/20TOSU2268/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224243	2020-07-10
A/swine/Iowa/20TOSU2282/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224234	2020-07-10
A/swine/Iowa/20TOSU2271/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224238	2020-07-10
A/swine/Iowa/20TOSU2295/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224224	2020-07-10
A/swine/Iowa/20TOSU2456/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224226	2020-07-10
A/swine/Iowa/20TOSU2300/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224228	2020-07-10
A/swine/Ohio/20TOSU2531/2020|A_/_H3N2|unassigned|2020-07-18|HA|4|EPI_ISL_14224190	2020-07-18
A/swine/Iowa/20TOSU1875/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224409	2020-07-09
A/swine/Iowa/20TOSU1552/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224411	2020-07-08
A/swine/Iowa/20TOSU1567/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224401	2020-07-08
A/swine/Iowa/20TOSU1675/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224402	2020-07-08
A/swine/Iowa/20TOSU1563/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224405	2020-07-08
A/swine/Iowa/20TOSU1864/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224404	2020-07-09
A/swine/Iowa/20TOSU1618/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224396	2020-07-08
A/swine/Iowa/20TOSU1852/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224398	2020-07-09
A/swine/Iowa/20TOSU1672/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224385	2020-07-08
A/swine/Iowa/20TOSU1806/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224390	2020-07-09
A/swine/Iowa/20TOSU2116/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224337	2020-07-10
A/swine/Iowa/20TOSU2172/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224367	2020-07-10
A/swine/Iowa/20TOSU2312/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224301	2020-07-10
A/swine/Ohio/20TOSU2573/2020|A_/_H3N2|unassigned|2020-07-18|HA|4|EPI_ISL_14224195	2020-07-18
A/swine/Iowa/20TOSU1320/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224586	2020-07-08
A/swine/Iowa/20TOSU2310/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224263	2020-07-10
A/swine/Iowa/20TOSU1855/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224412	2020-07-09
A/swine/Iowa/20TOSU1854/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224400	2020-07-09
A/swine/Iowa/20TOSU2301/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224295	2020-07-10
A/swine/Iowa/20TOSU1615/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224384	2020-07-08
A/swine/Iowa/20TOSU1793/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224590	2020-07-09
A/swine/Iowa/20TOSU1811/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224391	2020-07-09
A/swine/Iowa/20TOSU1980/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224340	2020-07-09
A/swine/Iowa/20TOSU2042/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224328	2020-07-09
A/swine/Iowa/20TOSU2032/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224331	2020-07-09
A/swine/Iowa/20TOSU2021/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224335	2020-07-09
A/swine/Iowa/20TOSU1402/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224378	2020-07-08
A/swine/Iowa/20TOSU1979/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224361	2020-07-09
A/swine/Iowa/20TOSU2185/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224363	2020-07-10
A/swine/Iowa/20TOSU2081/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224362	2020-07-10
A/swine/Iowa/20TOSU2186/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224358	2020-07-10
A/swine/Iowa/20TOSU1991/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224311	2020-07-09
A/swine/Iowa/20TOSU2266/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224240	2020-07-10
A/swine/Iowa/20TOSU2220/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224244	2020-07-10
A/swine/Iowa/20TOSU2177/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224356	2020-07-10
A/swine/Iowa/20TOSU1998/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224304	2020-07-09
A/swine/Iowa/20TOSU2126/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224359	2020-07-10
A/swine/Iowa/20TOSU2197/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224310	2020-07-10
A/swine/Iowa/20TOSU2407/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224194	2020-07-10
A/swine/Oklahoma/20TOSU3395/2020|A_/_H3N2|unassigned|2020-09-05|HA|4|EPI_ISL_14224227	2020-09-05
A/swine/Iowa/20TOSU2004/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224343	2020-07-09
A/swine/Iowa/20TOSU2408/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224193	2020-07-10
A/swine/Iowa/20TOSU2415/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224183	2020-07-10
A/swine/Iowa/20TOSU1528/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224388	2020-07-08
A/swine/Iowa/20TOSU1848/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224392	2020-07-09
A/swine/Iowa/20TOSU2141/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224330	2020-07-10
A/swine/Iowa/20TOSU2074/2020|A_/_H3N2|unassigned|2020-07-09|HA|4|EPI_ISL_14224366	2020-07-09
A/swine/Iowa/20TOSU2424/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224201	2020-07-10
A/swine/Iowa/20TOSU2413/2020|A_/_H3N2|unassigned|2020-07-10|HA|4|EPI_ISL_14224231	2020-07-10
A/swine/Iowa/20TOSU1478/2020|A_/_H3N2|unassigned|2020-07-08|HA|4|EPI_ISL_14224588	2020-07-08
A/swine/Iowa/20TOSU1058/2020|A_/_H3N2|unassigned|2020-07-07|HA|4|EPI_ISL_14224394	2020-07-07
A/swine/Indiana/20TOSU5763/2020|A_/_H3N2|unassigned|2020-10-03|HA|4|EPI_ISL_14224186	2020-10-03
A/swine/Ohio/20TOSU3229/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224208	2020-08-28
A/swine/Ohio/20TOSU3248/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224200	2020-08-28
A/swine/Ohio/20TOSU3240/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224204	2020-08-28
A/swine/Ohio/20TOSU3244/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224199	2020-08-28
A/swine/Ohio/20TOSU3238/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224225	2020-08-28
A/swine/Ohio/20TOSU3227/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224229	2020-08-28
A/swine/Ohio/20TOSU3241/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224184	2020-08-28
A/swine/Ohio/20TOSU3230/2020|A_/_H3N2|unassigned|2020-08-28|HA|4|EPI_ISL_14224187	2020-08-28
A/swine/Ohio/20TOSU3133/2020|A_/_H3N2|unassigned|2020-08-17|HA|4|EPI_ISL_14224205	2020-08-17
A/swine/Iowa/A02636493/2022|A_/_H3N2|unassigned|2022-02-15|HA|4|EPI_ISL_14777887	2022-02-15
A/swine/Iowa/A02636490/2022|A_/_H3N2|unassigned|2022-02-14|HA|4|EPI_ISL_14777813	2022-02-14
A/swine/Minnesota/A02245828/2020|A_/_H3N2|unassigned|2020-12-11|HA|4|EPI_ISL_4081886	2020-12-11
A/swine/Indiana/A02245511/2020|A_/_H3N2|unassigned|2020-02-24|HA|4|EPI_ISL_503902	2020-02-24
A/swine/Minnesota/A02245533/2020|A_/_H3N2|unassigned|2020-03-18|HA|4|EPI_ISL_504048	2020-03-18
A/swine/Illinois/A02478926/2019|A_/_H3N2|unassigned|2019-11-25|HA|4|EPI_ISL_503943	2019-11-25
A/swine/Illinois/A02479170/2020|A_/_H3N2|unassigned|2020-03-23|HA|4|EPI_ISL_504147	2020-03-23
A/swine/Indiana/A02479023/2020|A_/_H3N2|unassigned|2020-01-21|HA|4|EPI_ISL_501282	2020-01-21
A/swine/Illinois/A02479016/2020|A_/_H3N2|unassigned|2020-01-20|HA|4|EPI_ISL_501281	2020-01-20
A/swine/Iowa/A02479008/2020|A_/_H3N2|unassigned|2020-01-21|HA|4|EPI_ISL_503384	2020-01-21
A/swine/Indiana/A01812301/2020|A_/_H3N2|unassigned|2020-01-17|HA|4|EPI_ISL_503426	2020-01-17
A/swine/Indiana/A02479428/2020|A_/_H3N2|unassigned|2020-06-04|HA|4|EPI_ISL_499202	2020-06-04
A/swine/Iowa/A02479140/2020|A_/_H3N2|unassigned|2020-03-11|HA|4|EPI_ISL_504129	2020-03-11
A/swine/Iowa/A02478494/2019|A_/_H3N2|unassigned|2019-05-16|HA|4|EPI_ISL_368842	2019-05-16
A/swine/Iowa/A02478455/2019|A_/_H3N2|unassigned|2019-04-25|HA|4|EPI_ISL_387818	2019-04-25
A/swine/Iowa/A02478449/2019|A_/_H3N2|unassigned|2019-04-26|HA|4|EPI_ISL_387843	2019-04-26
A/swine/Indiana/A02478844/2019|A_/_H3N2|unassigned|2019-11-04|HA|4|EPI_ISL_505621	2019-11-04
A/swine/Indiana/A02478732/2019|A_/_H3N2|unassigned|2019-10-08|HA|4|EPI_ISL_399396	2019-10-08
A/swine/Indiana/A02478980/2020|A_/_H3N2|unassigned|2020-01-06|HA|4|EPI_ISL_502043	2020-01-06
A/swine/Indiana/A02478966/2019|A_/_H3N2|unassigned|2019-12-27|HA|4|EPI_ISL_503331	2019-12-27
A/swine/Ohio/A02478819/2019|A_/_H3N2|unassigned|2019-10-29|HA|4|EPI_ISL_503385	2019-10-29
A/swine/North_Carolina/A02245394/2020(H3N2)|A_/_H3N2|unassigned|2020-01-17|HA|4|EPI_ISL_503410	2020-01-17
A/swine/Ohio/A02478686/2019|A_/_H3N2|unassigned|2019-09-17|HA|4|EPI_ISL_396960	2019-09-17
A/swine/Indiana/A02479057/2020|A_/_H3N2|unassigned|2020-02-12|HA|4|EPI_ISL_503731	2020-02-12
A/swine/Indiana/A02479029/2019(H3N2)|A_/_H3N2|unassigned|2019-12-31|HA|4|EPI_ISL_505000	2019-12-31
A/swine/Ohio/A02245339/2019|A_/_H3N2|unassigned|2019-11-19|HA|4|EPI_ISL_505704	2019-11-19
A/swine/Indiana/A02478925/2019|A_/_H3N2|unassigned|2019-11-26|HA|4|EPI_ISL_505922	2019-11-26
A/swine/Iowa/A02479047/2020|A_/_H3N2|unassigned|2020-02-03|HA|4|EPI_ISL_503614	2020-02-03
A/swine/Iowa/A02478649/2019|A_/_H3N2|unassigned|2019-09-09|HA|4|EPI_ISL_393540	2019-09-09
A/swine/Indiana/A02479025/2020|A_/_H3N2|unassigned|2020-01-21|HA|4|EPI_ISL_503439	2020-01-21
A/swine/Indiana/A02479009/2020|A_/_H3N2|unassigned|2020-01-24|HA|4|EPI_ISL_503445	2020-01-24
A/swine/Indiana/A02478733/2019|A_/_H3N2|unassigned|2019-10-01|HA|4|EPI_ISL_399414	2019-10-01
A/swine/Indiana/A02478978/2019|A_/_H3N2|unassigned|2019-12-31|HA|4|EPI_ISL_503334	2019-12-31
A/swine/Indiana/A01812302/2020|A_/_H3N2|unassigned|2020-01-28|HA|4|EPI_ISL_503427.1	2020-01-28
A/swine/Iowa/A02429953/2019|A_/_H3N2|unassigned|2019-01-22|HA|4|EPI_ISL_373537	2019-01-22
A/swine/Iowa/A02430278/2019|A_/_H3N2|unassigned|2019-02-08|HA|4|EPI_ISL_370659	2019-02-08
A/swine/Indiana/A02479148/2020|A_/_H3N2|unassigned|2020-03-18|HA|4|EPI_ISL_504079	2020-03-18
A/swine/Illinois/A02478564/2019|A_/_H3N2|unassigned|2019-06-21|HA|4|EPI_ISL_372918	2019-06-21
A/swine/Illinois/A02478554/2019|A_/_H3N2|unassigned|2019-06-10|HA|4|EPI_ISL_372913	2019-06-10
A/swine/Illinois/A02478493/2019|A_/_H3N2|unassigned|2019-05-14|HA|4|EPI_ISL_368841	2019-05-14
A/swine/Illinois/A02478510/2019|A_/_H3N2|unassigned|2019-05-22|HA|4|EPI_ISL_369153	2019-05-22
A/swine/Iowa/A02478636/2019|A_/_H3N2|unassigned|2019-08-26|HA|4|EPI_ISL_393551	2019-08-26
A/swine/Indiana/A02478727/2019|A_/_H3N2|unassigned|2019-10-04|HA|4|EPI_ISL_399407	2019-10-04
A/swine/Iowa/A02478825/2019|A_/_H3N2|unassigned|2019-10-29|HA|4|EPI_ISL_505612	2019-10-29
A/swine/Iowa/A02478600/2019|A_/_H3N2|unassigned|2019-07-26|HA|4|EPI_ISL_388669	2019-07-26
A/swine/Indiana/A02478818/2019|A_/_H3N2|unassigned|2019-10-28|HA|4|EPI_ISL_503406	2019-10-28
A/swine/Indiana/A02478626/2019|A_/_H3N2|unassigned|2019-08-22|HA|4|EPI_ISL_393511	2019-08-22
A/swine/North_Carolina/A02478858/2019|A_/_H3N2|unassigned|2019-11-11|HA|4|EPI_ISL_505620	2019-11-11
A/swine/North_Carolina/A02479237/2020|A_/_H3N2|unassigned|2020-04-16|HA|4|EPI_ISL_502851	2020-04-16
A/swine/North_Carolina/A02245253/2019|A_/_H3N2|unassigned|2019-09-19|HA|4|EPI_ISL_396973	2019-09-19
A/swine/North_Carolina/A02479010/2020|A_/_H3N2|unassigned|2020-01-22|HA|4|EPI_ISL_503430	2020-01-22
A/swine/North_Carolina/A02245385/2020|A_/_H3N2|unassigned|2020-01-10|HA|4|EPI_ISL_503469	2020-01-10
A/swine/North_Carolina/A02524538/2020|A_/_H3N2|unassigned|2020-08-06|HA|4|EPI_ISL_707228	2020-08-06
A/swine/North_Carolina/A02524603/2020|A_/_H3N2|unassigned|2020-09-08|HA|4|EPI_ISL_707308	2020-09-08
A/swine/Iowa/A02479154/2020|A_/_H3N2|unassigned|2020-03-19|HA|4|EPI_ISL_504086	2020-03-19
A/swine/Iowa/A02524435/2020|A_/_H3N2|unassigned|2020-06-18|HA|4|EPI_ISL_499248	2020-06-18
A/swine/Iowa/A02479100/2020|A_/_H3N2|unassigned|2020-02-25|HA|4|EPI_ISL_503918	2020-02-25
A/swine/Michigan/A02479000/2020|A_/_H3N2|unassigned|2020-01-16|HA|4|EPI_ISL_502400	2020-01-16
A/swine/Illinois/A02479045/2020|A_/_H3N2|unassigned|2020-02-03|HA|4|EPI_ISL_503620	2020-02-03
A/swine/Iowa/A02431613/2019|A_/_H3N2|unassigned|2019-03-21|HA|4|EPI_ISL_370240	2019-03-21
A/swine/Virginia/A01104140/2019|A_/_H3N2|unassigned|2019-12-27|HA|4|EPI_ISL_503925	2019-12-27
A/swine/Indiana/A02479161/2020|A_/_H3N2|unassigned|2020-03-24|HA|4|EPI_ISL_504133	2020-03-24
