name	date
A/swine/Ohio/14TOSU21812/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200856	2014-01-01
A/swine/Indiana/14TOSU0006/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200860	2014-01-01
A/swine/Ohio/14TOSU21811/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200865	2014-01-01
A/swine/Ohio/14TOSU0435/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200868	2014-01-01
A/swine/Indiana/14TOSU8041/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200877	2014-01-01
A/swine/Ohio/14TOSU0422/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200876	2014-01-01
A/swine/Indiana/14TOSU2891/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200883	2014-01-01
A/swine/Indiana/14TOSU0011/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200898	2014-01-01
A/swine/Ohio/14TOSU0122/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200901	2014-01-01
A/swine/Indiana/14TOSU0364/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200840	2014-01-01
A/swine/Indiana/14TOSU0364/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_16706691	2014-01-01
A/swine/Ohio/14TOSU0566/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200845	2014-01-01
A/swine/Ohio/14TOSU0463/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200882	2014-01-01
A/swine/North_Dakota/A01104084/2014|A_/_H3N2|unassigned|2014-07-25|PA|3|EPI_ISL_166532	2014-07-25
A/swine/Ohio/14TOSU0143/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200874	2014-01-01
A/swine/Indiana/14TOSU0226/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200891	2014-01-01
A/swine/Ohio/14TOSU0158/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200890	2014-01-01
A/swine/Ohio/14TOSU21818/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200871	2014-01-01
A/swine/Indiana/14TOSU0342/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200844	2014-01-01
A/swine/Indiana/14TOSU8050/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200886	2014-01-01
A/swine/Ohio/14TOSU22297/2014|A_/_H3N2|unassigned|2014-08-07|PA|3|EPI_ISL_243758	2014-08-07
A/swine/Arkansas/A01840027/2014|A_/_H3N2|unassigned|2014-12-02|PA|3|EPI_ISL_174302	2014-12-02
A/swine/Ohio/14TOSU21808/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200864	2014-01-01
A/swine/Ohio/14TOSU21817/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200869	2014-01-01
A/swine/Iowa/A01769394/2015|A_/_H3N2|unassigned|2015-08-06|PA|3|EPI_ISL_200091	2015-08-06
A/swine/Indiana/14TOSU0235/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200875	2014-01-01
A/swine/Iowa/A01782576/2016|A_/_H3N2|unassigned|2016-10-19|PA|3|EPI_ISL_245076	2016-10-19
A/swine/Missouri/A02136832/2017|A_/_H3N2|unassigned|2017-11-22|PA|3|EPI_ISL_297173	2017-11-22
A/swine/Ohio/14TOSU21806/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200851	2014-01-01
A/swine/Ohio/14TOSU0133/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200881	2014-01-01
A/swine/Ohio/14TOSU21800/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200894	2014-01-01
A/swine/Ohio/14TOSU21805/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200896	2014-01-01
A/swine/Ohio/14TOSU0563/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200888	2014-01-01
A/swine/Indiana/14TOSU3013/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200887	2014-01-01
A/swine/Ohio/14TOSU21801/2014|A_/_H3N2|unassigned|2014-01-01|PA|3|EPI_ISL_200903	2014-01-01
A/swine/Ohio/14TOSU0294/2014|A_/_H3N2|unassigned|2014-08-04|PA|3|EPI_ISL_243756	2014-08-04
A/swine/Ohio/14TOSU0306/2014|A_/_H3N2|unassigned|2014-08-04|PA|3|EPI_ISL_243765	2014-08-04
A/swine/Iowa/A02524874/2020|A_/_H3N2|unassigned|2020-11-05|PA|3|EPI_ISL_4081702	2020-11-05
A/swine/Kansas/A02525393/2021|A_/_H3N2|unassigned|2021-04-19|PA|3|EPI_ISL_4083577	2021-04-19
A/swine/Kansas/N000246/2023|A_/_H3N2|unassigned|2023-12-26|PA|3|EPI_ISL_19262297	2023-12-26
A/swine/Kansas/A01378028/2017|A_/_H3N2|unassigned|2017-07-26|PA|3|EPI_ISL_280163	2017-07-26
A/swine/Ohio/OH-18-7965/2018|A_/_H3N2|unassigned|2018-04-09|PA|3|EPI_ISL_311325	2018-04-09
A/swine/Ohio/OH-18-6910/2018|A_/_H3N2|unassigned|2018-03-26|PA|3|EPI_ISL_329655	2018-03-26
A/swine/Ohio/OH-18-7450/2018|A_/_H3N2|unassigned|2018-04-02|PA|3|EPI_ISL_311323	2018-04-02
A/swine/Ohio/A02134225/2017|A_/_H3N2|unassigned|2017-10-17|PA|3|EPI_ISL_296547	2017-10-17
A/swine/Ohio/OH-18-6906/2018|A_/_H3N2|unassigned|2018-03-25|PA|3|EPI_ISL_329654	2018-03-25
A/swine/Iowa/16TOSU2424/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253990	2016-06-09
A/swine/Iowa/16TOSU2677/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254006	2016-06-09
A/swine/Iowa/16TOSU2673/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254005	2016-06-09
A/swine/Iowa/16TOSU2822/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254012	2016-06-09
A/swine/Michigan/16TOSU3395/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254041	2016-06-18
A/swine/Michigan/16TOSU3389/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254040	2016-06-18
A/swine/Iowa/16TOSU2707/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254007	2016-06-09
A/swine/Ohio/A01796509/2015|A_/_H3N2|unassigned|2015-11-30|PA|3|EPI_ISL_208981	2015-11-30
A/swine/Arkansas/A01671574/2016|A_/_H3N2|unassigned|2016-12-21|PA|3|EPI_ISL_253725	2016-12-21
A/swine/Iowa/A01667095/2017|A_/_H3N2|unassigned|2017-03-13|PA|3|EPI_ISL_262591	2017-03-13
A/swine/Ohio/A01944458/2015|A_/_H3N2|unassigned|2015-10-06|PA|3|EPI_ISL_203185	2015-10-06
A/swine/North_Dakota/A01782435/2016|A_/_H3N2|unassigned|2016-10-18|PA|3|EPI_ISL_245065	2016-10-18
A/swine/South_Dakota/A01841915/2015|A_/_H3N2|unassigned|2015-03-27|PA|3|EPI_ISL_179621	2015-03-27
A/swine/Iowa/16TOSU2289/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253983	2016-06-09
A/swine/Iowa/16TOSU2257/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253982	2016-06-09
A/swine/Iowa/16TOSU2256/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253981	2016-06-09
A/swine/Iowa/16TOSU2346/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253985	2016-06-09
A/swine/Iowa/16TOSU2464/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253993	2016-06-09
A/swine/Iowa/16TOSU2585/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253999	2016-06-09
A/swine/Iowa/16TOSU2549/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253997	2016-06-09
A/swine/Iowa/16TOSU2534/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253996	2016-06-09
A/swine/Iowa/16TOSU2850/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254014	2016-06-09
A/swine/Kentucky/16TOSU3279/2016|A_/_H3N2|unassigned|2016-07-07|PA|3|EPI_ISL_254018	2016-07-07
A/swine/Indiana/16TOSU6758/2016|A_/_H3N2|unassigned|2016-06-24|PA|3|EPI_ISL_254023	2016-06-24
A/swine/Kentucky/16TOSU6724/2016|A_/_H3N2|unassigned|2016-07-07|PA|3|EPI_ISL_254022	2016-07-07
A/swine/Indiana/16TOSU2894/2016|A_/_H3N2|unassigned|2016-06-12|PA|3|EPI_ISL_254026	2016-06-12
A/swine/Indiana/16TOSU2879/2016|A_/_H3N2|unassigned|2016-06-12|PA|3|EPI_ISL_254025	2016-06-12
A/swine/Indiana/16TOSU2990/2016|A_/_H3N2|unassigned|2016-06-12|PA|3|EPI_ISL_254030	2016-06-12
A/swine/Indiana/16TOSU2935/2016|A_/_H3N2|unassigned|2016-06-12|PA|3|EPI_ISL_254029	2016-06-12
A/swine/Indiana/16TOSU2234/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254032	2016-06-18
A/swine/Ohio/16TOSU1230/2016|A_/_H3N2|unassigned|2016-05-28|PA|3|EPI_ISL_254051	2016-05-28
A/swine/Indiana/16TOSU2159/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_327819	2016-06-01
A/swine/Indiana/A01812235/2016|A_/_H3N2|unassigned|2016-06-23|PA|3|EPI_ISL_234292	2016-06-23
A/swine/Indiana/16TOSU4438/2016|A_/_H3N2|unassigned|2016-07-01|PA|3|EPI_ISL_280189	2016-07-01
A/swine/Indiana/16TOSU4114/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_280201	2016-06-01
A/swine/Indiana/16TOSU4043/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_280210	2016-06-01
A/swine/Indiana/16TOSU4055/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_280211	2016-06-01
A/swine/Kentucky/16TOSU8970/2016|A_/_H3N2|unassigned|2016-08-01|PA|3|EPI_ISL_280228	2016-08-01
A/swine/Indiana/16TOSU4426/2016|A_/_H3N2|unassigned|2016-07-01|PA|3|EPI_ISL_280254	2016-07-01
A/swine/Iowa/16TOSU2307/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253984	2016-06-09
A/swine/Iowa/16TOSU2493/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_253995	2016-06-09
A/swine/Iowa/16TOSU2589/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254000	2016-06-09
A/swine/Iowa/16TOSU2709/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254009	2016-06-09
A/swine/Iowa/16TOSU2708/2016|A_/_H3N2|unassigned|2016-06-09|PA|3|EPI_ISL_254008	2016-06-09
A/swine/Indiana/16TOSU2922/2016|A_/_H3N2|unassigned|2016-06-12|PA|3|EPI_ISL_254028	2016-06-12
A/swine/Iowa/16TOSU2298/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_327820	2016-06-01
A/swine/Indiana/16TOSU4141/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_280202	2016-06-01
A/swine/Indiana/16TOSU4158/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_280203	2016-06-01
A/swine/Kentucky/16TOSU3494/2016|A_/_H3N2|unassigned|2016-07-07|PA|3|EPI_ISL_254021	2016-07-07
A/swine/Kentucky/16TOSU3477/2016|A_/_H3N2|unassigned|2016-07-07|PA|3|EPI_ISL_254020	2016-07-07
A/swine/Michigan/16TOSU7563/2016|A_/_H3N2|unassigned|2016-07-16|PA|3|EPI_ISL_254024	2016-07-16
A/swine/Indiana/A01812245/2016|A_/_H3N2|unassigned|2016-07-21|PA|3|EPI_ISL_234574	2016-07-21
A/swine/Indiana/A01812246/2016|A_/_H3N2|unassigned|2016-07-26|PA|3|EPI_ISL_234576	2016-07-26
A/swine/Indiana/16TOSU7618/2016|A_/_H3N2|unassigned|2016-07-01|PA|3|EPI_ISL_280241	2016-07-01
A/swine/Michigan/16TOSU5089/2016|A_/_H3N2|unassigned|2016-08-06|PA|3|EPI_ISL_256102	2016-08-06
A/swine/Michigan/16TOSU5086/2016|A_/_H3N2|unassigned|2016-08-01|PA|3|EPI_ISL_399768	2016-08-01
A/swine/Illinois/A01104098/2016|A_/_H3N2|unassigned|2016-07-25|PA|3|EPI_ISL_245028	2016-07-25
A/swine/Michigan/16TOSU3335/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254035	2016-06-18
A/swine/Michigan/16TOSU3334/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254034	2016-06-18
A/swine/Michigan/16TOSU3388/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254039	2016-06-18
A/swine/Michigan/16TOSU3386/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254038	2016-06-18
A/swine/Michigan/16TOSU3342/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254036	2016-06-18
A/swine/Michigan/16TOSU3418/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254047	2016-06-18
A/swine/Michigan/16TOSU3406/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254045	2016-06-18
A/swine/Michigan/16TOSU3403/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254044	2016-06-18
A/swine/Michigan/16TOSU3443/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254049	2016-06-18
A/swine/Michigan/16TOSU3404/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_327832	2016-06-01
A/swine/Michigan/16TOSU3397/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254042	2016-06-18
A/swine/Michigan/16TOSU3328/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_327823	2016-06-01
A/swine/Michigan/16TOSU3399/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254043	2016-06-18
A/swine/Michigan/16TOSU3407/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254046	2016-06-18
A/swine/Michigan/16TOSU3442/2016|A_/_H3N2|unassigned|2016-06-18|PA|3|EPI_ISL_254048	2016-06-18
A/swine/Michigan/16TOSU5235/2016|A_/_H3N2|unassigned|2016-08-06|PA|3|EPI_ISL_243721	2016-08-06
A/swine/Indiana/16TOSU2907/2016|A_/_H3N2|unassigned|2016-06-12|PA|3|EPI_ISL_254027	2016-06-12
A/swine/Indiana/A01260958/2015|A_/_H3N2|unassigned|2015-08-11|PA|3|EPI_ISL_200936	2015-08-11
A/swine/Kansas/A01377371/2014|A_/_H3N2|unassigned|2014-10-15|PA|3|EPI_ISL_168507	2014-10-15
A/swine/Kansas/A01377243/2014|A_/_H3N2|unassigned|2014-03-07|PA|3|EPI_ISL_162472	2014-03-07
A/swine/North_Carolina/CL3214/2018|A_/_H3N2|unassigned|2018-01-01|PA|3|EPI_ISL_14769979	2018-01-01
A/swine/Oklahoma/A01475757/2014|A_/_H3N2|unassigned|2014-06-01|PA|3|EPI_ISL_165092	2014-06-01
A/swine/Minnesota/A01567013/2014|A_/_H3N2|unassigned|2014-06-16|PA|3|EPI_ISL_174444	2014-06-16
A/swine/North_Carolina/A01566286/2014|A_/_H3N2|unassigned|2014-07-28|PA|3|EPI_ISL_170846	2014-07-28
A/swine/Arkansas/A01555074/2014|A_/_H3N2|unassigned|2014-11-24|PA|3|EPI_ISL_174304	2014-11-24
A/swine/Ohio/A01840053/2014|A_/_H3N2|unassigned|2014-12-03|PA|3|EPI_ISL_174309	2014-12-03
A/swine/Florida/A01104089/2015|A_/_H3N2|unassigned|2015-11-17|PA|3|EPI_ISL_256258	2015-11-17
A/swine/Indiana/A01729047/2016|A_/_H3N2|unassigned|2016-01-06|PA|3|EPI_ISL_212208	2016-01-06
A/swine/Michigan/16TOSU5083/2016|A_/_H3N2|unassigned|2016-08-06|PA|3|EPI_ISL_256101	2016-08-06
A/swine/North_Carolina/A02077505/2015|A_/_H3N2|unassigned|2015-05-06|PA|3|EPI_ISL_190476	2015-05-06
A/swine/North_Carolina/A01945753/2015|A_/_H3N2|unassigned|2015-10-20|PA|3|EPI_ISL_203114	2015-10-20
A/swine/Indiana/A01260882/2015|A_/_H3N2|unassigned|2015-04-28|PA|3|EPI_ISL_191519	2015-04-28
A/swine/Arkansas/A01555090/2014|A_/_H3N2|unassigned|2014-12-02|PA|3|EPI_ISL_174307	2014-12-02
A/swine/Illinois/16TOSU7168/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_261508	2016-06-01
A/swine/North_Carolina/A01770073/2015|A_/_H3N2|unassigned|2015-08-04|PA|3|EPI_ISL_200089	2015-08-04
A/swine/North_Carolina/A01945452/2015|A_/_H3N2|unassigned|2015-10-06|PA|3|EPI_ISL_203201	2015-10-06
A/swine/North_Carolina/A01732322/2016|A_/_H3N2|unassigned|2016-02-22|PA|3|EPI_ISL_235742	2016-02-22
A/swine/North_Carolina/A01894277/2016|A_/_H3N2|unassigned|2016-03-25|PA|3|EPI_ISL_222484	2016-03-25
A/swine/North_Carolina/A01797711/2015|A_/_H3N2|unassigned|2015-12-01|PA|3|EPI_ISL_208970	2015-12-01
A/swine/North_Carolina/A01777989/2016|A_/_H3N2|unassigned|2016-07-27|PA|3|EPI_ISL_234530	2016-07-27
A/swine/North_Carolina/A01728545/2015|A_/_H3N2|unassigned|2015-12-29|PA|3|EPI_ISL_211803	2015-12-29
A/swine/Oklahoma/A01728023/2015|A_/_H3N2|unassigned|2015-12-16|PA|3|EPI_ISL_211800	2015-12-16
A/swine/Indiana/A01260976/2015|A_/_H3N2|unassigned|2015-09-01|PA|3|EPI_ISL_206672	2015-09-01
A/swine/North_Carolina/A01732197/2016|A_/_H3N2|unassigned|2016-02-15|PA|3|EPI_ISL_219945	2016-02-15
A/swine/North_Carolina/A01776152/2016|A_/_H3N2|unassigned|2016-06-01|PA|3|EPI_ISL_229216	2016-06-01
A/swine/Minnesota/A01668936/2016|A_/_H3N2|unassigned|2016-11-23|PA|3|EPI_ISL_252781	2016-11-23
A/swine/North_Carolina/A02223299/2017|A_/_H3N2|unassigned|2017-10-10|PA|3|EPI_ISL_296676	2017-10-10
A/swine/Ohio/11TOSU559/2011|A_/_H3N2|unassigned|2011-10-28|PA|3|EPI_ISL_245790	2011-10-28
A/swine/Iowa/A01202659/2011|A_/_H3N2|unassigned|2011-10-06|PA|3|EPI_ISL_102531	2011-10-06
A/swine/Iowa/A01202529/2011|A_/_H3N2|unassigned|2011-08-22|PA|3|EPI_ISL_124313	2011-08-22
A/swine/Iowa/A01202573/2011|A_/_H3N2|unassigned|2011-09-07|PA|3|EPI_ISL_124314	2011-09-07
A/swine/Iowa/A01202530/2011|A_/_H3N2|unassigned|2011-08-22|PA|3|EPI_ISL_124247	2011-08-22
A/swine/North_Carolina/A01203272/2012|A_/_H3N2|unassigned|2012-02-13|PA|3|EPI_ISL_127896	2012-02-13
A/swine/North_Carolina/A01270394/2012|A_/_H3N2|unassigned|2012-05-31|PA|3|EPI_ISL_129915	2012-05-31
A/swine/Iowa/A01202640/2011|A_/_H3N2|unassigned|2011-09-30|PA|3|EPI_ISL_102523	2011-09-30
A/swine/Iowa/A01202639/2011|A_/_H3N2|unassigned|2011-09-30|PA|3|EPI_ISL_124312	2011-09-30
A/swine/Illinois/A00857131/2011|A_/_H3N2||2011-09-24|PA|3|EPI_ISL_121898.1	2011-09-24
A/swine/Illinois/A01327184/2012|A_/_H3N2|unassigned|2012-03-15|PA|3|EPI_ISL_130092	2012-03-15
A/swine/Illinois/A01202978/2011|A_/_H3N2|unassigned|2011-12-16|PA|3|EPI_ISL_127583	2011-12-16
A/swine/Illinois/A01241842/2012|A_/_H3N2|unassigned|2012-02-27|PA|3|EPI_ISL_124323	2012-02-27
A/swine/Illinois/A01241871/2012|A_/_H3N2|unassigned|2012-02-29|PA|3|EPI_ISL_124883	2012-02-29
A/swine/Illinois/A01240835/2012|A_/_H3N2|unassigned|2012-01-03|PA|3|EPI_ISL_130031	2012-01-03
A/swine/Indiana/A01327215/2012|A_/_H3N2|unassigned|2012-02-06|PA|3|EPI_ISL_130025	2012-02-06
A/swine/Indiana/A01327213/2012|A_/_H3N2|unassigned|2012-02-06|PA|3|EPI_ISL_130050	2012-02-06
A/swine/Illinois/A01241469/2012|A_/_H3N2|unassigned|2012-02-08|PA|3|EPI_ISL_124295	2012-02-08
A/swine/Illinois/A01327903/2012|A_/_H3N2|unassigned|2012-05-08|PA|3|EPI_ISL_130049	2012-05-08
A/swine/Illinois/A01327905/2012|A_/_H3N2|unassigned|2012-05-08|PA|3|EPI_ISL_130054	2012-05-08
A/swine/Indiana/A01271853/2012|A_/_H3N2|unassigned|2012-11-06|PA|3|EPI_ISL_132981	2012-11-06
A/swine/Illinois/A01327629/2012|A_/_H3N2|unassigned|2012-04-15|PA|3|EPI_ISL_130082	2012-04-15
A/swine/Ohio/A01203186/2012|A_/_H3N2|unassigned|2012-01-24|PA|3|EPI_ISL_124294	2012-01-24
A/swine/Alabama/D0383/2012|A_/_H3N2|unassigned|2012-12-11|PA|3|EPI_ISL_207062	2012-12-11
A/swine/Iowa/A01202878/2011|A_/_H3N2|unassigned|2011-11-17|PA|3|EPI_ISL_127868	2011-11-17
A/swine/Iowa/A01202879/2011|A_/_H3N2|unassigned|2011-11-17|PA|3|EPI_ISL_124319	2011-11-17
A/swine/Texas/A01104013/2012|A_/_H3N2|unassigned|2012-02-15|PA|3|EPI_ISL_124250	2012-02-15
A/swine/Indiana/A00968364/2012|A_/_H3N2|unassigned|2012-07-03|PA|3|EPI_ISL_151699	2012-07-03
A/swine/Ohio/12TOSU420/2012|A_/_H3N2|unassigned|2012-08-06|PA|3|EPI_ISL_129361	2012-08-06
A/swine/Pennsylvania/A01104049/2012|A_/_H3N2|unassigned|2012-08-09|PA|3|EPI_ISL_131261	2012-08-09
A/swine/Indiana/A00968386/2012|A_/_H3N2|unassigned|2012-07-26|PA|3|EPI_ISL_129293	2012-07-26
A/swine/Ohio/12TOSU450/2012|A_/_H3N2|unassigned|2012-08-09|PA|3|EPI_ISL_129358	2012-08-09
A/swine/Ohio/12TOSU268/2012|A_/_H3N2|unassigned|2012-07-28|PA|3|EPI_ISL_129365	2012-07-28
A/swine/Ohio/12TOSU293/2012|A_/_H3N2|unassigned|2012-07-28|PA|3|EPI_ISL_129366	2012-07-28
A/swine/Indiana/A00968376/2012|A_/_H3N2|unassigned|2012-07-13|PA|3|EPI_ISL_129369	2012-07-13
A/swine/Indiana/A00968373/2012|A_/_H3N2|unassigned|2012-07-13|PA|3|EPI_ISL_129368	2012-07-13
A/swine/Pennsylvania/A01104050/2012|A_/_H3N2|unassigned|2012-08-09|PA|3|EPI_ISL_133713	2012-08-09
A/swine/Maryland/A01104040/2012|A_/_H3N2|unassigned|2012-08-15|PA|3|EPI_ISL_129867	2012-08-15
A/swine/Ohio/A00152576/2012|A_/_H3N2|unassigned|2012-08-15|PA|3|EPI_ISL_129877	2012-08-15
A/swine/Ohio/A01208457/2012|A_/_H3N2|unassigned|2012-08-07|PA|3|EPI_ISL_129876	2012-08-07
A/swine/Ohio/12TOSU527/2012|A_/_H3N2|unassigned|2012-08-15|PA|3|EPI_ISL_131258	2012-08-15
A/swine/Ohio/12TOSU527/2012|A_/_H3N2|unassigned|2012-01-01|PA|3|EPI_ISL_16706690	2012-01-01
A/swine/Illinois/A01432127/2012|A_/_H3N2|unassigned|2012-10-29|PA|3|EPI_ISL_132337	2012-10-29
A/swine/Indiana/A00968379/2012|A_/_H3N2|unassigned|2012-07-13|PA|3|EPI_ISL_129370	2012-07-13
A/swine/Ohio/12TOSU447/2012|A_/_H3N2|unassigned|2012-08-09|PA|3|EPI_ISL_129359	2012-08-09
A/swine/Ohio/12TOSU447/2012|A_/_H3N2|unassigned|2012-01-01|PA|3|EPI_ISL_16706161	2012-01-01
A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|unassigned|2013-01-01|PA|3|EPI_ISL_16706165	2013-01-01
A/swine/Ohio/13TOSU1238/2013|A_/_H3N2|3C.3a|2013-02-01|PA|3|EPI_ISL_16891315	2013-02-01
A/swine/Ohio/12TOSU483/2012|A_/_H3N2|unassigned|2012-08-10|PA|3|EPI_ISL_131254	2012-08-10
A/swine/Ohio/12TOSU484/2012|A_/_H3N2|unassigned|2012-08-10|PA|3|EPI_ISL_131255	2012-08-10
A/swine/Ohio/A01133466/2012|A_/_H3N2|unassigned|2012-08-06|PA|3|EPI_ISL_129869	2012-08-06
A/swine/Ohio/12TOSU371/2012|A_/_H3N2|unassigned|2012-08-03|PA|3|EPI_ISL_137620	2012-08-03
A/swine/Ohio/12TOSU374/2012|A_/_H3N2|unassigned|2012-08-03|PA|3|EPI_ISL_137621	2012-08-03
A/swine/Indiana/A00968398/2012|A_/_H3N2|unassigned|2012-08-06|PA|3|EPI_ISL_133712	2012-08-06
A/swine/Indiana/A00968394/2012|A_/_H3N2|unassigned|2012-08-06|PA|3|EPI_ISL_133714	2012-08-06
A/swine/Ohio/A01208180/2012|A_/_H3N2|unassigned|2012-07-31|PA|3|EPI_ISL_142027	2012-07-31
A/swine/Ohio/12TOSU307/2012|A_/_H3N2|unassigned|2012-08-03|PA|3|EPI_ISL_129360	2012-08-03
A/swine/Indiana/A01104016/2012|A_/_H3N2|unassigned|2012-07-31|PA|3|EPI_ISL_129191	2012-07-31
A/swine/Indiana/A01104023/2012|A_/_H3N2|unassigned|2012-07-31|PA|3|EPI_ISL_129290	2012-07-31
A/swine/Ohio/A01133464/2012|A_/_H3N2|unassigned|2012-08-03|PA|3|EPI_ISL_129874	2012-08-03
A/swine/Iowa/13E045/2013|A_/_H3N2|unassigned|2013-05-29|PA|3|EPI_ISL_151996	2013-05-29
A/swine/Maryland/A01104048/2012|A_/_H3N2|unassigned|2012-08-16|PA|3|EPI_ISL_129868	2012-08-16
A/swine/Ohio/12TOSU522/2012|A_/_H3N2|unassigned|2012-08-15|PA|3|EPI_ISL_131256	2012-08-15
A/swine/Michigan/A01259003/2012|A_/_H3N2|unassigned|2012-11-28|PA|3|EPI_ISL_135960	2012-11-28
A/swine/Iowa/A01244302/2012|A_/_H3N2|unassigned|2012-11-05|PA|3|EPI_ISL_133708	2012-11-05
A/swine/Minnesota/A01301908/2012|A_/_H3N2|unassigned|2012-09-02|PA|3|EPI_ISL_131253	2012-09-02
A/swine/Ohio/12TOSU464/2012|A_/_H3N2|unassigned|2012-08-09|PA|3|EPI_ISL_129357	2012-08-09
A/swine/Ohio/12TOSU467/2012|A_/_H3N2|unassigned|2012-08-09|PA|3|EPI_ISL_129356	2012-08-09
A/swine/Wisconsin/A00677500/2012|A_/_H3N2|unassigned|2012-08-19|PA|3|EPI_ISL_129875	2012-08-19
